fk_word,ex_en,word_pos_en,ex_es,word_pos_esp
326,"I miss my childhood home, it was so peaceful.",2,"Me extraño mi hogar infantil, era tan tranquilo.",0
327,Her parents were under a lot of financial pressure to pay off their mortgage.,9,Sus padres estaban bajo una gran presión para pagar la hipoteca.,7
328,"After finishing the book, she put it back on the shelf.",4,"Después de terminar el libro, la puso de regreso en la estantería.",5
329,"The meeting was called late, and we missed our chance to discuss it.",5,La reunión se reunió tarde y nos faltó la oportunidad de discutirla.,5
330,I love to eat pizza for dinner.,4,Me encanta comer pizza para cenar.,3
331,"She stood on the shore of the sea, feeling the cool breeze.",8,"Estaba de pie en la orilla del mar, sintiendo el fresco viento.",8
332,She began baking cookies in the kitchen while her mom was cooking dinner.,7,Ella empezó horneando galletas en la cocina mientras su mamá cocinaba el almuerzo.,7
333,The national flag of Japan features a white rectangle with a red disk.,2,La bandera nacional del Japón presenta una rectangular blanca con un disco rojo.,3
334,It was possible that he would pass the test.,3,Fue posible que él pasara el examen.,2
335,The company's new programme aims to reduce carbon emissions by 50%,4,El nuevo programa de la empresa tiene como objetivo reducir las emisiones de carbono en un 50%,3
336,She made a plan to travel around the world before turning 30.,4,Ella hizo un plan de viajar por todo el mundo antes de cumplir los 30 años.,4
337,"The gun fired a single shot, but the bullet missed its target.",6,"El arma disparó una sola toma, pero el proyectil perdió su objetivo.",0
338,I live on a quiet street near the park.,6,Vivo en una calle tranquila cerca del parque.,4
339,The company offers free customer service to its clients.,6,La empresa ofrece servicio al cliente gratuito a sus clientes.,4
340,She loves to go fishing in the morning.,0,Ella ama ir pescar por la mañana.,0
341,I love to walk in the park on sunny days.,4,Me encanta caminar en el parque en días soleados.,3
342,The new game is a challenge to anyone who wants to beat it.,6,El nuevo juego es un desafío para cualquier persona que quiera derrotarlo.,6
343,She picked up her phone to answer the call.,5,Ella tomó su teléfono para responder la llamada.,4
344,The family had to create a budget for their new home renovation.,7,La familia tuvo que crear un presupuesto para la reforma de su hogar.,7
345,There was no good reason why John didn't go to the party last night.,5,No había buena razón por la que Juan no fue al fiesta anoche.,4
346,The ground beneath her feet was soft and spongy.,2,El suelo bajo sus pies era suave y esponjoso.,2
347,"The actress stepped onto the stage, ready to perform.",6,"La actriz se subió al escenario, lista para actuar.",0
348,The sports team is a group of talented athletes.,6,El equipo deportivo es un grupo de atletas talentosas.,6
349,The shopping centre is located on the outskirts of town.,3,El centro commercial se encuentra en las afueras de la ciudad.,2
350,The fire department responded quickly to the blaze on the beach.,2,El departamento de bomberos respondió rápidamente al incendio en la playa.,0
351,She began to feel the effects of aging.,0,Ella comenzó a sentir los efectos del envejecimiento.,0
352,The company had several issues with the production line.,0,La empresa tenía varios asuntos con la línea de producción.,0
353,The musician was known for her lead vocals on that album.,7,La cantante era conocida por sus voces de liderazgo en ese álbum.,0
354,She inherited a beautiful piece of land from her grandfather.,7,Ella heredó un bonito pedazo de tierra de su abuelo.,7
355,The government raises taxes through various methods.,0,El gobierno eleva impuestos mediante varios métodos.,0
356,The concert was during the summer festival.,4,La fiesta del verano fue durante la fiesta de verano.,6
357,She took care of her body by eating healthy foods,6,Ella se tomaba cuidado de su cuerpo comiendo alimentos saludables,7
358,The meeting will take place at 2 o'clock in the afternoon.,0,La reunión tendrá lugar a las 14:00 del tarde.,0
359,Calculating the cost of shipping will add several dollars to the order total.,3,"Cálculo el costo de envío, lo que agregarán varios dólares al total del pedido.",3
360,She came in third place at the marathon.,4,Ella llegó tercera lugar en la maratón.,0
361,The board of directors made a difficult decision to cut costs.,8,El consejo de administración tomó una difícil decisión de reducir costos.,8
362,The auction house specialized in antique furniture was very popular among collectors.,2,La casa de subastas especializada en muebles antiguos era muy popular entre los coleccionistas.,0
363,The little boy threw his dog a ball in the park.,6,El niño pequeño arrojó una pelota al perro en el parque.,8
364,My son came home from school today.,2,Mi hijo vino a casa desde la escuela hoy.,2
365,The view from the top of the mountain was breathtaking.,2,La vista desde la cima de la montaña era impresionante.,2
366,The sound of the ocean is calming.,2,El sonido del mar es calmante.,2
367,Can you pick the ripest apple?,3,¿Puedes elegir la manzana más madura?,2
368,She was carefully positioned on the tightrope.,0,Ella estaba cuidadosamente colocada en el anillo estrecho.,0
369,She exercised her right to vote in the presidential election.,6,Ella ejerció su derecho al voto en la elección presidencial.,6
370,the blue sky sparkled with diamonds,2,el cielo azul brillaba con diamantes,3
371,I will guess the number you are thinking of.,3,Estoy adivinando el número que estás pensando.,0
372,The doctor took his patient's symptoms very seriously and ordered more tests.,0,El médico tomó muy seria la condición del paciente y ordenó más pruebas.,0
373,The government's economic policies have a significant impact on the overall economy.,12,Las políticas económicas del gobierno tienen un gran impacto en la economía en general,12
374,The judge tried to be fair in her decision-making process.,6,La jueza intentó actuar con justicia en su proceso de toma de decisiones.,0
375,"After completing her internship, she gained valuable experience that helped her land her first job.",8,"Después de completar su pasantía, ganó experiencia valiosa que le ayudó a aterrizar su primer trabajo.",7
376,The guy walked into the bar and ordered a beer.,2,El chico entró en la barra y pidió una cerveza.,2
377,The queen was greeted by the ladies as she entered the ballroom.,0,La reina fue recibida por las damas al entrar en el salón de baile.,0
378,She placed her order at the restaurant.,4,Ella colocó su orden en el restaurante.,4
379,"She is a single woman, traveling alone.",4,Ella es una mujer soltera que viaja solo,0
380,The dead body was found in the forest.,2,El cuerpo muerto se encontró en el bosque.,3
381,The political climate in Washington has been tense this year.,2,La atmósfera política en Washington ha sido tensa este año.,0
382,Her paintings showcased a unique blend of colors and emotions.,0,Sus pinturas mostraron una mezcla única de colores y emociones.,0
383,My wife always makes sure I have a clean shirt for work.,2,Mi esposa siempre se asegura de que tenga un camisa limpia para el trabajo.,2
384,She carefully cared for the child.,6,Ella cuidó con amor al niño.,6
385,The coffee was hot and refreshing on a warm summer day.,4,El café estaba caliente y refrescante en un día de verano caluroso.,4
386,The main character in the movie received a standing ovation.,2,El personaje principal en la película recibió un estallido de aplausos.,3
387,She worries about her upcoming exams,0,Ella se preocupa por sus exámenes,0
388,"She mourned the loss of her beloved husband, who died in a car accident.",0,"Ella lamentó la pérdida de su querido esposo, quien murió en un accidente de coche.",0
389,"The company received many bids for the contract, and chose the best one.",0,"La empresa recibió muchas ofertas para el contrato, y seleccionó la mejor.",0
390,Can you read me a chapter from that book?,3,Puedes leerme un capítulo de ese libro.,0
391,Maintaining good health requires regular exercise and a balanced diet.,3,Mantener buena salud requiere ejercicio regular y una dieta equilibrada.,3
392,She had to take control of the situation before it got out of hand.,5,Todavía tenía que tomar el control de la situación antes que se volviera demasiado peligrosa.,6
393,The mayor was the chair of the city council and had final say in all matters.,9,El alcalde era el presidente del concejo municipal y tenía la última palabra en todas las cuestiones.,7
394,You will need to pass the exam to get into the college.,5,Necesitarás pasar el examen para entrar en la universidad.,2
395,She sat on the couch to watch TV.,0,Ella se sentó en el sofá para ver televisión.,0
396,She decided to spend her vacation at the beach.,4,Ella decidió gastar su vacaciones en la playa.,3
397,She walked into the office to meet her client.,5,Ella caminó a la oficina para reunirse con su cliente.,5
398,She seems happy today.,0,Ella parece feliz hoy.,0
399,The quick brown fox can run circles around any dog.,2,El zorro marrón rápido puede correr circunferencias por encima de cualquier perro.,4
400,She caught my eye at the party.,4,Ella me atrapó con ojo en la fiesta.,5
401,She adjusted the level on her bike helmet to ensure a proper fit.,4,Ella ajustó el nivel en su casco de bicicleta para asegurarse de un ajuste adecuado.,4
402,her favourite colour is blue,2,su color favorito es azul,3
403,The picture on the wall was taken by my grandfather.,2,La imagen en la pared fue tomada por mi abuelo.,2
404,The short walk was refreshing.,2,La caminata corta fue refrescante.,0
